洪,洪,洪,1,AAA
活,活,活,1,AAA
派,派,派,1,AAA
流,流,流,1,AAA
浄,淨,净,5,ABC
浅,淺,浅,5,ABC
浜,濱,滨,5,ABC
浦,浦,浦,1,AAA
浪,浪,浪,1,AAA
浮,浮,浮,1,AAA
浴,浴,浴,1,AAA
海,海,海,1,AAA
浸,浸,浸,1,AAA
消,消,消,1,AAA
涙,淚,泪,5,ABC
涯,涯,涯,1,AAA
液,液,液,1,AAA
涼,涼,凉,2,AAB
淑,淑,淑,1,AAA
淡,淡,淡,1,AAA
深,深,深,1,AAA
混,混,混,1,AAA
添,添,添,1,AAA
清,清,清,1,AAA
渇,渴,渴,4,ABB
済,濟,济,5,ABC
渉,渉,渉,1,AAA
渋,澁,涩,5,ABC
渓,溪,溪,4,ABB
減,減,减,2,AAB
渡,渡,渡,1,AAA
渦,渦,涡,2,AAB
温,溫,温,3,ABA
測,測,测,2,AAB
港,港,港,1,AAA
湖,湖,湖,1,AAA
湯,湯,汤,2,AAB
湾,灣,湾,3,ABA
湿,濕,湿,3,ABA
満,滿,满,5,ABC
源,源,源,1,AAA
準,準,准,2,AAB
溝,溝,沟,2,AAB
溶,溶,溶,1,AAA
滅,滅,灭,2,AAB
滋,滋,滋,1,AAA
滑,滑,滑,1,AAA
滝,瀧,泷,5,ABC
滞,滯,滞,5,ABC
滴,滴,滴,1,AAA
漁,漁,渔,2,AAB
漂,漂,漂,1,AAA
漆,漆,漆,1,AAA
漏,漏,漏,1,AAA
演,演,演,1,AAA
漠,漠,漠,1,AAA
漢,漢,汉,2,AAB
漫,漫,漫,1,AAA
漬,漬,渍,2,AAB
漸,漸,渐,2,AAB
潔,潔,洁,2,AAB
潜,潛,潜,3,ABA
潟,潟,舄,2,AAB
潤,潤,润,2,AAB
潮,潮,潮,1,AAA
澄,澄,澄,1,AAA
激,激,激,1,AAA
濁,濁,浊,2,AAB
濃,濃,浓,2,AAB
濫,濫,滥,2,AAB
濯,濯,濯,2,AAB
瀬,瀨,濑,5,ABC
火,火,火,1,AAA
灯,燈,灯,3,ABA
灰,灰,灰,1,AAA
災,災,灾,2,AAB
炉,爐,炉,3,ABA
炊,炊,炊,1,AAA
炎,炎,炎,1,AAA
炭,炭,炭,1,AAA
点,點,点,3,ABA
為,為,为,2,AAB
烈,烈,烈,1,AAA
無,無,无,2,AAB
焦,焦,焦,1,AAA
然,然,然,1,AAA
焼,燒,烧,5,ABC
煙,煙,烟,2,AAB
照,照,照,1,AAA
煩,煩,烦,2,AAB
煮,煮,煮,1,AAA
熟,熟,熟,1,AAA
熱,熱,热,2,AAB
燃,燃,燃,1,AAA
燥,燥,燥,1,AAA
爆,爆,爆,1,AAA
爵,爵,爵,1,AAA
父,父,父,1,AAA
片,片,片,1,AAA
版,版,版,1,AAA
牛,牛,牛,1,AAA
牧,牧,牧,1,AAA
物,物,物,1,AAA
牲,牲,牲,1,AAA
特,特,特,1,AAA
犠,犧,牺,5,ABC
犬,犬,犬,1,AAA
犯,犯,犯,1,AAA
状,狀,状,3,ABA
狂,狂,狂,1,AAA
狩,狩,狩,1,AAA
独,獨,独,3,ABA
狭,狹,狭,3,ABA
猛,猛,猛,1,AAA
猟,獵,猎,5,ABC
猫,猫,猫,1,AAA
献,獻,献,3,ABA
猶,猶,犹,2,AAB
猿,猿,猿,1,AAA
獄,獄,狱,2,AAB
獣,獸,兽,5,ABC
獲,獲,获,2,AAB
玄,玄,玄,1,AAA
率,率,率,1,AAA
玉,玉,玉,1,AAA
王,王,王,1,AAA
珍,珍,珍,1,AAA
珠,珠,珠,1,AAA
班,班,班,1,AAA
現,現,现,2,AAB
球,球,球,1,AAA
理,理,理,1,AAA
琴,琴,琴,1,AAA
環,環,环,2,AAB
璽,璽,玺,2,AAB
瓶,瓶,瓶,1,AAA
甘,甘,甘,1,AAA
甚,甚,甚,1,AAA
生,生,生,1,AAA
産,産,产,2,AAB
用,用,用,1,AAA
田,田,田,1,AAA
由,由,由,1,AAA
甲,甲,甲,1,AAA
申,申,申,1,AAA
男,男,男,1,AAA
町,町,町,1,AAA
画,畫,画,3,ABA
界,界,界,1,AAA
畑,,,0,ANN
畔,畔,畔,1,AAA
留,留,留,1,AAA
畜,畜,畜,1,AAA
畝,畝,亩,2,AAB
略,略,略,1,AAA
番,番,番,1,AAA
異,異,异,2,AAB
畳,疊,叠,5,ABC
疎,疎,疎,1,AAA
疑,疑,疑,1,AAA
疫,疫,疫,1,AAA
疲,疲,疲,1,AAA
疾,疾,疾,1,AAA
病,病,病,1,AAA
症,症,症,1,AAA
痘,痘,痘,1,AAA
痛,痛,痛,1,AAA
痢,痢,痢,1,AAA
痴,痴,痴,1,AAA
療,療,疗,2,AAB
癒,癒,愈,2,AAB
癖,癖,癖,1,AAA
発,發,发,5,ABC
登,登,登,1,AAA
白,白,白,1,AAA
百,百,百,1,AAA
的,的,的,1,AAA
皆,皆,皆,1,AAA
皇,皇,皇,1,AAA
皮,皮,皮,1,AAA
皿,皿,皿,1,AAA
盆,盆,盆,1,AAA
益,益,益,1,AAA
盗,盜,盗,3,ABA
盛,盛,盛,1,AAA
盟,盟,盟,1,AAA
監,監,监,2,AAB
盤,盤,盘,2,AAB
目,目,目,1,AAA
盲,盲,盲,1,AAA
直,直,直,1,AAA
相,相,相,1,AAA
盾,盾,盾,1,AAA
省,省,省,1,AAA
看,看,看,1,AAA
県,縣,县,5,ABC
真,真,真,1,AAA
眠,眠,眠,1,AAA
眺,眺,眺,1,AAA
眼,眼,眼,1,AAA
着,着,着,1,AAA
睡,睡,睡,1,AAA
督,督,督,1,AAA
瞬,瞬,瞬,1,AAA
矛,矛,矛,1,AAA
矢,矢,矢,1,AAA
知,知,知,1,AAA
短,短,短,1,AAA
矯,矯,矫,2,AAB
石,石,石,1,AAA
砂,砂,砂,1,AAA
研,研,研,1,AAA
砕,碎,碎,4,ABB
砲,砲,炮,2,AAB
破,破,破,1,AAA
硝,硝,硝,1,AAA
硫,硫,硫,1,AAA
硬,硬,硬,1,AAA
碁,碁,碁,1,AAA
碑,碑,碑,1,AAA
確,確,确,2,AAB
磁,磁,磁,1,AAA
磨,磨,磨,1,AAA
礁,礁,礁,1,AAA
礎,礎,础,2,AAB
示,示,示,1,AAA
礼,禮,礼,3,ABA
社,社,社,1,AAA
祈,祈,祈,1,AAA
祉,祉,祉,1,AAA
祖,祖,祖,1,AAA
祝,祝,祝,1,AAA
神,神,神,1,AAA
祥,祥,祥,1,AAA
票,票,票,1,AAA
祭,祭,祭,1,AAA
禁,禁,禁,1,AAA
禅,禪,禅,5,ABC
禍,禍,祸,2,AAB
福,福,福,1,AAA
秀,秀,秀,1,AAA
私,私,私,1,AAA
秋,秋,秋,1,AAA
科,科,科,1,AAA
秒,秒,秒,1,AAA
秘,秘,秘,1,AAA
租,租,租,1,AAA
秩,秩,秩,1,AAA
称,稱,称,5,ABC
移,移,移,1,AAA
程,程,程,1,AAA
税,税,税,1,AAA
稚,稚,稚,1,AAA
種,種,种,2,AAB
稲,稻,稻,4,ABB
稼,稼,稼,1,AAA
稿,稿,稿,1,AAA
穀,穀,谷,2,AAB
穂,穗,穗,4,ABB
積,積,积,2,AAB
穏,穩,稳,5,ABC
穫,穫,获,2,AAB
穴,穴,穴,1,AAA
究,究,究,1,AAA
空,空,空,1,AAA
突,突,突,1,AAA
窃,竊,窃,3,ABA
窒,窒,窒,1,AAA
窓,窗,窓,3,ABA
窮,窮,穷,2,AAB
窯,窯,窑,2,AAB
立,立,立,1,AAA
竜,龍,龙,5,ABC
章,章,章,1,AAA
童,童,童,1,AAA
端,端,端,1,AAA
競,競,竞,2,AAB
竹,竹,竹,1,AAA
笑,笑,笑,1,AAA
笛,笛,笛,1,AAA
符,符,符,1,AAA
第,第,第,1,AAA
筆,筆,笔,2,AAB
等,等,等,1,AAA
筋,筋,筋,1,AAA
筒,筒,筒,1,AAA
答,答,答,1,AAA
策,策,策,1,AAA
箇,箇,个,2,AAB
算,算,算,1,AAA
管,管,管,1,AAA
箱,箱,箱,1,AAA
節,節,节,2,AAB
範,範,范,2,AAB
築,築,筑,2,AAB
篤,篤,笃,2,AAB
簡,簡,简,2,AAB
簿,簿,簿,1,AAA
籍,籍,籍,1,AAA
米,米,米,1,AAA
粉,粉,粉,1,AAA
粋,粹,粹,4,ABB
粒,粒,粒,1,AAA
粗,粗,粗,1,AAA
粘,粘,粘,1,AAA
粛,肅,肃,5,ABC
粧,粧,妆,2,AAB
精,精,精,1,AAA
糖,糖,糖,1,AAA
糧,糧,粮,2,AAB
糸,絲,丝,5,ABC
系,系,系,1,AAA
糾,糾,纠,2,AAB
紀,紀,纪,2,AAB
約,約,约,2,AAB
紅,紅,红,2,AAB
紋,紋,纹,2,AAB
納,納,纳,2,AAB
純,純,纯,2,AAB
紙,紙,纸,2,AAB
級,級,级,2,AAB
紛,紛,纷,2,AAB
素,素,素,1,AAA
紡,紡,纺,2,AAB
索,索,索,1,AAA
紫,紫,紫,1,AAA
累,累,累,1,AAA
細,細,细,2,AAB
紳,紳,绅,2,AAB
紹,紹,绍,2,AAB
紺,紺,绀,2,AAB
終,終,终,2,AAB
組,組,组,2,AAB
経,經,经,5,ABC
結,結,结,2,AAB
絞,絞,绞,2,AAB
絡,絡,络,2,AAB
給,給,给,2,AAB
統,統,统,2,AAB
絵,繪,绘,5,ABC
絶,絶,绝,2,AAB
絹,絹,绢,2,AAB
継,繼,继,5,ABC
続,續,续,5,ABC
維,維,维,2,AAB
綱,綱,纲,2,AAB
網,網,网,2,AAB
綿,綿,绵,2,AAB
緊,緊,紧,2,AAB
総,總,总,5,ABC
緑,綠,绿,5,ABC
緒,緒,绪,2,AAB
線,線,线,2,AAB
締,締,缔,2,AAB
編,編,编,2,AAB
緩,緩,缓,2,AAB
緯,緯,纬,2,AAB
練,練,练,5,ABC
縁,緣,缘,5,ABC
縄,繩,绳,5,ABC
縛,縛,缚,2,AAB
縦,縱,纵,5,ABC
縫,縫,缝,2,AAB
縮,縮,缩,2,AAB
績,績,绩,2,AAB
繁,繁,繁,1,AAA
繊,纖,纤,5,ABC
織,織,织,2,AAB
繕,繕,缮,2,AAB
繭,繭,茧,2,AAB
繰,繰,缲,2,AAB
缶,缶,缶,1,AAA
罪,罪,罪,1,AAA
置,置,置,1,AAA
罰,罰,罚,2,AAB
署,署,署,1,AAA
罷,罷,罢,2,AAB
羅,羅,罗,2,AAB
羊,羊,羊,1,AAA
美,美,美,1,AAA
群,群,群,1,AAA
義,義,义,2,AAB
羽,羽,羽,1,AAA
翁,翁,翁,1,AAA
翌,翌,翌,1,AAA
習,習,习,2,AAB
翻,翻,翻,1,AAA
翼,翼,翼,1,AAA
老,老,老,1,AAA
考,考,考,1,AAA
者,者,者,1,AAA
耐,耐,耐,1,AAA
耕,耕,耕,1,AAA
耗,耗,耗,1,AAA
耳,耳,耳,1,AAA
聖,聖,圣,2,AAB
聞,聞,闻,2,AAB
聴,聽,听,5,ABC
職,職,职,2,AAB
肉,肉,肉,1,AAA
肌,肌,肌,1,AAA
肖,肖,肖,1,AAA
肝,肝,肝,1,AAA
肢,肢,肢,1,AAA
肥,肥,肥,1,AAA
肩,肩,肩,1,AAA
肪,肪,肪,1,AAA
肯,肯,肯,1,AAA
育,育,育,1,AAA
肺,肺,肺,1,AAA
胃,胃,胃,1,AAA
胆,膽,胆,3,ABA
背,背,背,1,AAA
胎,胎,胎,1,AAA
胞,胞,胞,1,AAA
胴,胴,胴,1,AAA
胸,胸,胸,1,AAA
能,能,能,1,AAA
脂,脂,脂,1,AAA
脅,脅,胁,2,AAB
脈,脈,脉,2,AAB
脚,脚,脚,1,AAA
脱,脱,脱,1,AAA
脳,腦,脑,5,ABC
脹,脹,胀,2,AAB
腐,腐,腐,1,AAA
腕,腕,腕,1,AAA
腰,腰,腰,1,AAA
腸,腸,肠,2,AAB
腹,腹,腹,1,AAA
膚,膚,肤,2,AAB
膜,膜,膜,1,AAA
膨,膨,膨,1,AAA
臓,臟,脏,5,ABC
臣,臣,臣,1,AAA
臨,臨,临,2,AAB
自,自,自,1,AAA
臭,臭,臭,4,ABB
至,至,至,1,AAA
致,致,致,1,AAA
興,興,兴,2,AAB
舌,舌,舌,1,AAA
舎,舍,舍,4,ABB
舗,舖,铺,5,ABC
舞,舞,舞,1,AAA
舟,舟,舟,1,AAA
航,航,航,1,AAA
般,般,般,1,AAA
舶,舶,舶,1,AAA
船,船,船,1,AAA
艇,艇,艇,1,AAA
艦,艦,舰,2,AAB
良,良,良,1,AAA
色,色,色,1,AAA
芋,芋,芋,1,AAA
芝,芝,芝,1,AAA
花,花,花,1,AAA
芳,芳,芳,1,AAA
芸,芸,芸,1,AAA
芽,芽,芽,1,AAA
苗,苗,苗,1,AAA
若,若,若,1,AAA
苦,苦,苦,1,AAA
英,英,英,1,AAA
茂,茂,茂,1,AAA
茎,莖,茎,5,ABC
茶,茶,茶,1,AAA
草,草,草,1,AAA
荒,荒,荒,1,AAA
荘,莊,庄,5,ABC
荷,荷,荷,1,AAA
菊,菊,菊,1,AAA
菌,菌,菌,1,AAA
菓,菓,菓,1,AAA
菜,菜,菜,1,AAA
華,華,华,2,AAB
落,落,落,1,AAA
葉,葉,叶,2,AAB
著,著,着,2,AAB
葬,葬,葬,1,AAA
蒸,蒸,蒸,1,AAA
蓄,蓄,蓄,1,AAA
蔵,藏,藏,4,ABB
薄,薄,薄,1,AAA
薦,薦,荐,2,AAB
薪,薪,薪,1,AAA
薫,薰,熏,5,ABC
薬,藥,药,5,ABC
藩,藩,藩,1,AAA
藻,藻,藻,1,AAA
虐,虐,虐,1,AAA
虚,虛,虚,3,ABA
虜,虜,虏,2,AAB
虞,虞,虞,1,AAA
虫,虫,虫,1,AAA
蚊,蚊,蚊,1,AAA
蚕,蠶,蚕,3,ABA
蛇,蛇,蛇,1,AAA
蛍,螢,萤,5,ABC
蛮,蠻,蛮,3,ABA
融,融,融,1,AAA
血,血,血,1,AAA
衆,衆,众,2,AAB
行,行,行,1,AAA
術,術,术,2,AAB
街,街,街,1,AAA
衛,衛,卫,2,AAB
衝,衝,冲,2,AAB
衡,衡,衡,1,AAA
衣,衣,衣,1,AAA
表,表,表,1,AAA
衰,衰,衰,1,AAA
衷,衷,衷,1,AAA
袋,袋,袋,1,AAA
被,被,被,1,AAA
裁,裁,裁,1,AAA
裂,裂,裂,1,AAA
装,裝,装,3,ABA
裏,裏,里,2,AAB
裕,裕,裕,1,AAA
補,補,补,2,AAB
裸,裸,裸,1,AAA
製,製,制,2,AAB
複,複,复,2,AAB
褐,褐,褐,4,ABB
褒,褒,褒,1,AAA
襟,襟,襟,1,AAA
襲,襲,袭,2,AAB
西,西,西,1,AAA
要,要,要,1,AAA
覆,覆,覆,1,AAA
覇,覇,覇,1,AAA
見,見,见,2,AAB
規,規,规,2,AAB
視,視,视,2,AAB
覚,覺,觉,5,ABC
覧,覽,览,5,ABC
親,親,亲,2,AAB
観,觀,观,5,ABC
角,角,角,1,AAA
解,解,解,1,AAA
触,觸,触,3,ABA
言,言,言,1,AAA
訂,訂,订,2,AAB
計,計,计,2,AAB
討,討,讨,2,AAB
訓,訓,训,2,AAB
託,託,托,2,AAB
記,記,记,2,AAB
訟,訟,讼,2,AAB
訪,訪,访,2,AAB
設,設,设,2,AAB
許,許,许,2,AAB
訳,譯,译,5,ABC
訴,訴,诉,2,AAB
診,診,诊,2,AAB
証,証,证,2,AAB
詐,詐,诈,2,AAB
詔,詔,诏,2,AAB
評,評,评,2,AAB
詞,詞,词,2,AAB
詠,詠,咏,2,AAB
試,試,试,2,AAB
詩,詩,诗,2,AAB
詰,詰,诘,2,AAB
話,話,话,2,AAB
該,該,该,2,AAB
詳,詳,详,2,AAB
誇,誇,夸,2,AAB
誉,譽,誉,3,ABA
誌,誌,志,2,AAB
認,認,认,2,AAB
誓,誓,誓,1,AAA
誕,誕,诞,2,AAB
誘,誘,诱,2,AAB
語,語,语,2,AAB
誠,誠,诚,2,AAB
誤,誤,误,2,AAB
説,説,说,2,AAB
読,讀,读,5,ABC
課,課,课,2,AAB
調,調,调,2,AAB
談,談,谈,2,AAB
請,請,请,2,AAB
論,論,论,2,AAB
諭,諭,谕,2,AAB
諮,諮,谘,2,AAB
諸,諸,诸,2,AAB
諾,諾,诺,2,AAB
謀,謀,谋,2,AAB
謁,謁,谒,5,ABC
謄,謄,誊,2,AAB
謙,謙,谦,2,AAB
講,講,讲,2,AAB
謝,謝,谢,2,AAB
謡,謠,谣,5,ABC
謹,謹,谨,5,ABC
識,識,识,2,AAB
譜,譜,谱,2,AAB
警,警,警,1,AAA
議,議,议,2,AAB
譲,讓,让,5,ABC
護,護,护,2,AAB
谷,谷,谷,1,AAA
豆,豆,豆,1,AAA
豊,豐,丰,5,ABC
豚,豚,豚,1,AAA
象,象,象,1,AAA
豪,豪,豪,1,AAA
貝,貝,贝,2,AAB
貞,貞,贞,2,AAB
負,負,负,2,AAB
財,財,财,2,AAB
貢,貢,贡,2,AAB
貧,貧,贫,2,AAB
貨,貨,货,2,AAB
販,販,贩,2,AAB
貫,貫,贯,2,AAB
責,責,责,2,AAB
貯,貯,贮,2,AAB
貴,貴,贵,2,AAB
買,買,买,2,AAB
貸,貸,贷,2,AAB
費,費,费,2,AAB
貿,貿,贸,2,AAB
賀,賀,贺,2,AAB
賃,賃,赁,2,AAB
賄,賄,贿,2,AAB
資,資,资,2,AAB
賊,賊,贼,2,AAB
賓,賓,宾,2,AAB
賛,贊,赞,5,ABC
賜,賜,赐,2,AAB
賞,賞,赏,2,AAB
賠,賠,赔,2,AAB
賢,賢,贤,2,AAB
賦,賦,赋,2,AAB
質,質,质,2,AAB
購,購,购,2,AAB
贈,贈,赠,5,ABC
赤,赤,赤,1,AAA
赦,赦,赦,1,AAA
走,走,走,1,AAA
赴,赴,赴,1,AAA
起,起,起,1,AAA
超,超,超,1,AAA
越,越,越,1,AAA
趣,趣,趣,1,AAA
足,足,足,1,AAA
距,距,距,1,AAA
跡,跡,迹,2,AAB
路,路,路,1,AAA
跳,跳,跳,1,AAA
践,踐,践,5,ABC
踊,踊,踊,1,AAA
踏,踏,踏,1,AAA
躍,躍,跃,2,AAB
身,身,身,1,AAA
車,車,车,2,AAB
軌,軌,轨,2,AAB
軍,軍,军,2,AAB
軒,軒,轩,2,AAB
軟,軟,软,2,AAB
転,轉,转,5,ABC
軸,軸,轴,2,AAB
軽,輕,轻,5,ABC
較,較,较,2,AAB
載,載,载,2,AAB
輝,輝,辉,2,AAB
輩,輩,辈,2,AAB
輪,輪,轮,2,AAB
輸,輸,输,2,AAB
轄,轄,辖,2,AAB
辛,辛,辛,1,AAA
辞,辭,辞,3,ABA
辱,辱,辱,1,AAA
農,農,农,2,AAB
辺,邊,边,5,ABC
込,,,0,ANN
迅,迅,迅,1,AAA
迎,迎,迎,1,AAA
近,近,近,1,AAA
返,返,返,1,AAA
迫,迫,迫,1,AAA
迭,迭,迭,1,AAA
述,述,述,1,AAA
迷,迷,迷,1,AAA
追,追,追,1,AAA
退,退,退,1,AAA
送,送,送,1,AAA
逃,逃,逃,1,AAA
逆,逆,逆,1,AAA
透,透,透,1,AAA
逐,逐,逐,1,AAA
逓,遞,递,5,ABC
途,途,途,1,AAA
通,通,通,1,AAA
逝,逝,逝,1,AAA
速,速,速,1,AAA
造,造,造,1,AAA
連,連,连,2,AAB
逮,逮,逮,1,AAA
週,週,周,2,AAB
進,進,进,2,AAB
逸,逸,逸,4,ABB
遂,遂,遂,1,AAA
遅,遲,迟,5,ABC
遇,遇,遇,1,AAA
遊,遊,游,2,AAB
運,運,运,2,AAB
遍,遍,遍,1,AAA
過,過,过,2,AAB
道,道,道,1,AAA
達,達,达,2,AAB
違,違,违,2,AAB
遠,遠,远,2,AAB
遣,遣,遣,1,AAA
適,適,适,2,AAB
遭,遭,遭,1,AAA
遮,遮,遮,1,AAA
遵,遵,遵,1,AAA
遷,遷,迁,2,AAB
選,選,选,2,AAB
遺,遺,遗,2,AAB
避,避,避,1,AAA
還,還,还,2,AAB
邦,邦,邦,1,AAA
邪,邪,邪,1,AAA
邸,邸,邸,1,AAA
郊,郊,郊,1,AAA
郎,郎,郎,1,AAA
郡,郡,郡,1,AAA
部,部,部,1,AAA
郭,郭,郭,1,AAA
郵,郵,邮,2,AAB
郷,鄕,乡,5,ABC
都,都,都,1,AAA
酌,酌,酌,1,AAA
配,配,配,1,AAA
酒,酒,酒,1,AAA
酔,醉,醉,4,ABB
酢,酢,酢,1,AAA
酪,酪,酪,1,AAA
酬,酬,酬,1,AAA
酵,酵,酵,1,AAA
酷,酷,酷,1,AAA
酸,酸,酸,1,AAA
醜,醜,丑,2,AAB
醸,釀,酿,5,ABC
釈,釋,释,5,ABC
里,里,里,1,AAA
重,重,重,1,AAA
野,野,野,1,AAA
量,量,量,1,AAA
金,金,金,1,AAA
針,針,针,2,AAB
釣,釣,钓,2,AAB
鈍,鈍,钝,2,AAB
鈴,鈴,铃,2,AAB
鉄,鐵,铁,5,ABC
鉛,鉛,铅,2,AAB
鉢,鉢,钵,2,AAB
鉱,鑛,矿,5,ABC
銀,銀,银,2,AAB
銃,銃,铳,2,AAB
銅,銅,铜,2,AAB
銑,銑,铣,2,AAB
銘,銘,铭,2,AAB
銭,錢,钱,5,ABC
鋭,鋭,锐,2,AAB
鋳,鑄,铸,5,ABC
鋼,鋼,钢,2,AAB
錘,錘,锤,2,AAB
錠,錠,锭,2,AAB
錬,鍊,炼,5,ABC
錯,錯,错,2,AAB
録,錄,录,5,ABC
鍛,鍛,锻,2,AAB
鎖,鎖,锁,2,AAB
鎮,鎮,镇,2,AAB
鏡,鏡,镜,2,AAB
鐘,鐘,钟,2,AAB
鑑,鑑,鉴,2,AAB
長,長,长,2,AAB
門,門,门,2,AAB
閉,閉,闭,2,AAB
開,開,开,2,AAB
閑,閑,闲,2,AAB
間,間,间,2,AAB
関,關,关,5,ABC
閣,閣,阁,2,AAB
閥,閥,阀,2,AAB
閲,閲,阅,2,AAB
闘,鬪,鬪,4,ABB
防,防,防,1,AAA
阻,阻,阻,1,AAA
附,附,附,1,AAA
降,降,降,1,AAA
限,限,限,1,AAA
陛,陛,陛,1,AAA
院,院,院,1,AAA
陣,陣,阵,2,AAB
除,除,除,1,AAA
陥,陷,陷,4,ABB
陪,陪,陪,1,AAA
陰,陰,阴,2,AAB
陳,陳,陈,2,AAB
陵,陵,陵,1,AAA
陶,陶,陶,1,AAA
陸,陸,陆,2,AAB
険,險,险,5,ABC
陽,陽,阳,2,AAB
隅,隅,隅,1,AAA
隆,隆,隆,4,ABB
隊,隊,队,2,AAB
階,階,阶,2,AAB
随,隨,随,3,ABA
隔,隔,隔,1,AAA
際,際,际,2,AAB
障,障,障,1,AAA
隠,隱,隐,5,ABC
隣,隣,邻,2,AAB
隷,隷,隶,2,AAB
隻,隻,只,2,AAB
雄,雄,雄,1,AAA
雅,雅,雅,1,AAA
集,集,集,1,AAA
雇,雇,雇,1,AAA
雌,雌,雌,1,AAA
雑,雜,杂,5,ABC
離,離,离,2,AAB
難,難,难,2,AAB
雨,雨,雨,1,AAA
雪,雪,雪,1,AAA
雰,雰,雰,1,AAA
雲,雲,云,2,AAB
零,零,零,1,AAA
雷,雷,雷,1,AAA
電,電,电,2,AAB
需,需,需,1,AAA
震,震,震,1,AAA
霊,靈,灵,5,ABC
霜,霜,霜,1,AAA
霧,霧,雾,2,AAB
露,露,露,1,AAA
青,青,青,1,AAA
静,靜,静,3,ABA
非,非,非,1,AAA
面,面,面,1,AAA
革,革,革,1,AAA
靴,靴,靴,1,AAA
音,音,音,1,AAA
韻,韻,韵,2,AAB
響,響,响,5,ABC
頂,頂,顶,2,AAB
項,項,项,2,AAB
順,順,顺,2,AAB
預,預,预,2,AAB
頑,頑,顽,2,AAB
頒,頒,颁,2,AAB
領,領,领,2,AAB
頭,頭,头,2,AAB
頻,頻,频,2,AAB
頼,賴,赖,5,ABC
題,題,题,2,AAB
額,額,额,2,AAB
顔,顏,颜,5,ABC
顕,顯,显,5,ABC
願,願,愿,2,AAB
類,類,类,2,AAB
顧,顧,顾,2,AAB
風,風,风,2,AAB
飛,飛,飞,2,AAB
食,食,食,1,AAA
飢,飢,饥,2,AAB
飯,飯,饭,2,AAB
飲,飲,饮,2,AAB
飼,飼,饲,2,AAB
飽,飽,饱,2,AAB
飾,飾,饰,2,AAB
養,養,养,2,AAB
餓,餓,饿,2,AAB
館,館,馆,2,AAB
首,首,首,1,AAA
香,香,香,1,AAA
馬,馬,马,2,AAB
駄,馱,驮,5,ABC
駅,驛,驿,5,ABC
駆,驅,驱,5,ABC
駐,駐,驻,2,AAB
騎,騎,骑,2,AAB
騒,騷,骚,5,ABC
験,驗,验,5,ABC
騰,騰,腾,2,AAB
驚,驚,惊,2,AAB
骨,骨,骨,1,AAA
髄,髓,髓,4,ABB
高,高,高,1,AAA
髪,髮,发,5,ABC
鬼,鬼,鬼,1,AAA
魂,魂,魂,1,AAA
魅,魅,魅,1,AAA
魔,魔,魔,1,AAA
魚,魚,鱼,2,AAB
鮮,鮮,鲜,2,AAB
鯨,鯨,鲸,2,AAB
鳥,鳥,鸟,2,AAB
鳴,鳴,鸣,2,AAB
鶏,鷄,鸡,5,ABC
麗,麗,丽,2,AAB
麦,麥,麦,3,ABA
麻,麻,麻,1,AAA
黄,黄,黄,1,AAA
黒,黑,黑,4,ABB
黙,默,默,4,ABB
鼓,鼓,鼓,1,AAA
鼻,鼻,鼻,1,AAA
齢,齡,龄,5,ABC
